listing_id,date
5307527,2017-11-05
5307527,2018-01-22
5307527,2018-02-07
5307527,2018-02-23
5307527,2018-03-10
5307527,2018-04-01
5307527,2018-07-13
5307527,2018-12-13
5307527,2019-01-01
5307527,2019-01-04
5307527,2019-01-20
5307527,2019-04-27
5307527,2019-04-29
5307527,2019-10-20
5307527,2019-11-10
5307527,2020-01-02
5307527,2020-11-16
5307527,2021-06-29
5307527,2021-11-02
5307527,2021-11-21
5307527,2021-12-11
5307527,2022-03-20
5307527,2022-04-03
5307527,2022-04-10
5307527,2022-04-17
5307527,2022-05-02
5307527,2022-05-09
5307527,2022-05-22
5307527,2022-06-05
425004,2014-12-22
425004,2015-01-28
425004,2015-02-02
425004,2015-02-08
425004,2015-02-16
425004,2015-02-20
425004,2015-02-23
425004,2015-03-01
3597187,2016-03-10
3597187,2016-03-11
3597187,2016-03-15
5307527,2022-06-13
5307527,2022-10-07
5307527,2022-10-23
5307527,2022-10-30
5307527,2022-11-06
5307527,2022-11-20
5307527,2022-11-27
5307527,2022-12-24
5307527,2023-01-19
5307527,2023-02-07
5307527,2023-02-27
5307527,2023-03-04
5307527,2023-04-10
3597187,2016-03-17
3597187,2016-03-24
5329896,2016-01-01
425004,2015-03-10
425004,2015-03-17
3597187,2016-03-27
3597187,2016-04-01
5329896,2016-01-03
5329896,2016-01-05
3597187,2016-04-10
5329896,2016-01-07
5329896,2016-01-09
5329896,2016-01-31
5329896,2016-02-01
5329896,2016-02-05
5329896,2016-02-08
5329896,2016-02-11
5329896,2016-02-13
5329896,2016-02-14
5329896,2016-02-15
5329896,2016-02-17
425004,2015-03-23
3597187,2016-04-18
3597187,2016-04-25
3597187,2016-05-30
3597187,2016-06-04
3597187,2016-06-06
3597187,2016-06-13
3597187,2016-06-16
3597187,2016-06-19
3597187,2016-06-22
3597187,2016-07-02
3597187,2016-07-04
3597187,2016-07-08
3597187,2016-07-15
3597187,2016-07-17
3597187,2016-07-21
3597187,2016-07-24
3597187,2016-07-30
3597187,2016-08-08
3597187,2016-08-08
3597187,2016-08-13
5329896,2016-02-21
5329896,2016-02-22
5329896,2016-02-23
5329896,2016-02-29
3597187,2016-08-21
3597187,2016-09-05
3597187,2016-09-11
3597187,2016-09-13
3597187,2016-09-23
3597187,2016-09-26
3597187,2016-10-03
3597187,2016-10-08
3597187,2016-10-15
3597187,2016-10-22
3597187,2016-10-26
3597187,2016-10-30
3597187,2016-11-01
3597187,2016-11-03
3597187,2016-11-06
5329896,2016-03-01
5329896,2016-03-15
5329896,2016-03-27
5329896,2016-03-30
5329896,2016-04-01
5329896,2016-04-04
5329896,2016-04-09
5329896,2016-04-10
3597187,2016-11-07
3597187,2016-11-12
3597187,2016-11-22
3597187,2016-11-28
3597187,2016-11-29
5329896,2016-04-10
5329896,2016-04-11
5329896,2016-04-17
5329896,2016-04-26
5329896,2016-05-01
5329896,2016-05-05
5329896,2016-05-06
5329896,2016-05-08
5329896,2016-06-03
425004,2015-03-30
425004,2015-04-05
425004,2015-04-11
3597187,2016-12-03
425004,2015-04-20
3597187,2017-01-01
3597187,2017-01-25
3597187,2017-01-28
3597187,2017-02-25
3597187,2017-03-18
3597187,2017-03-22
3597187,2017-03-26
3597187,2017-04-04
3597187,2017-04-07
3597187,2017-04-09
3597187,2017-04-13
3597187,2017-04-15
3597187,2017-04-17
3597187,2017-04-22
3597187,2017-04-24
5329896,2016-06-04
5329896,2016-06-05
5329896,2016-06-12
5329896,2016-06-14
5329896,2016-06-14
5329896,2016-06-18
5329896,2016-07-02
5329896,2016-07-05
5329896,2016-07-20
5329896,2016-07-21
5329896,2016-07-25
5329896,2016-07-27
5329896,2016-08-06
5329896,2016-08-10
5329896,2016-08-12
5329896,2016-08-14
5329896,2016-08-17
5329896,2016-08-23
5329896,2016-08-27
3597187,2017-04-29
3597187,2017-05-05
3597187,2017-05-08
3597187,2017-05-19
3597187,2017-05-20
3597187,2017-05-24
3597187,2017-05-27
3597187,2017-06-03
3597187,2017-06-10
3597187,2017-06-12
3597187,2017-06-19
3597187,2017-06-25
3597187,2017-06-28
3597187,2017-07-02
3597187,2017-07-04
3597187,2017-07-09
3597187,2017-07-12
3597187,2017-07-14
425004,2015-05-04
425004,2015-06-08
425004,2015-07-06
3597187,2017-07-21
3597187,2017-07-23
3597187,2017-07-29
3597187,2017-07-31
3597187,2017-08-02
3597187,2017-08-10
3597187,2017-08-12
3597187,2017-08-16
3597187,2017-08-18
3597187,2017-08-19
3597187,2017-08-22
3597187,2017-08-24
3597187,2017-08-28
3597187,2017-08-31
3597187,2017-09-16
3597187,2017-09-27
3597187,2017-09-29
3597187,2017-09-30
3597187,2017-10-05
3597187,2017-10-08
3597187,2017-10-15
3597187,2017-10-19
3597187,2017-10-29
3597187,2017-11-06
3597187,2017-11-11
3597187,2017-11-16
3597187,2017-11-25
3597187,2017-12-01
3597187,2017-12-07
3597187,2017-12-10
3597187,2017-12-20
3597187,2017-12-22
3597187,2018-01-04
5329896,2016-09-03
5329896,2016-09-04
5329896,2016-09-12
5329896,2016-09-18
5329896,2016-09-26
5329896,2016-09-28
5329896,2016-09-29
5329896,2016-10-03
5329896,2016-10-03
5329896,2016-10-15
5329896,2016-10-20
5329896,2016-10-22
5329896,2016-10-24
5329896,2016-10-29
5329896,2016-10-30
5329896,2016-10-31
5329896,2016-12-10
5329896,2017-01-03
3597187,2018-01-06
3597187,2018-01-15
3597187,2018-01-18
3597187,2018-01-21
3597187,2018-01-22
3597187,2018-01-26
3597187,2018-02-11
3597187,2018-02-13
3597187,2018-02-15
3597187,2018-02-17
3597187,2018-02-19
3597187,2018-02-22
3597187,2018-02-27
3597187,2018-03-03
3597187,2018-03-10
3597187,2018-03-12
425004,2015-07-15
425004,2015-07-20
425004,2015-08-10
425004,2015-08-24
425004,2015-09-01
425004,2015-09-28
425004,2015-09-30
425004,2015-10-05
425004,2015-10-12
425004,2015-11-03
425004,2015-11-09
425004,2015-11-11
425004,2015-11-23
425004,2015-11-25
425004,2015-12-01
425004,2015-12-07
425004,2015-12-09
425004,2015-12-14
425004,2015-12-31
425004,2016-01-05
425004,2016-01-18
425004,2016-01-24
425004,2016-01-28
425004,2016-02-05
425004,2016-02-07
3597187,2018-03-17
3597187,2018-03-21
3597187,2018-03-28
3597187,2018-03-30
3597187,2018-04-03
3597187,2018-04-08
3597187,2018-04-13
3597187,2018-04-15
3597187,2018-04-29
3597187,2018-05-06
3597187,2018-05-08
3597187,2018-05-10
3597187,2018-05-12
3597187,2018-05-19
3597187,2018-05-21
3597187,2018-05-27
3597187,2018-05-29
425004,2016-02-09
425004,2016-02-12
425004,2016-02-15
425004,2016-03-06
425004,2016-03-10
425004,2016-03-17
425004,2016-03-22
425004,2016-03-29
425004,2016-04-05
425004,2016-04-17
425004,2016-04-26
425004,2016-05-01
425004,2016-05-08
425004,2016-05-15
425004,2016-05-23
425004,2016-05-29
425004,2016-06-14
425004,2016-07-01
425004,2016-07-10
425004,2016-07-24
425004,2016-07-31
425004,2016-08-22
425004,2016-09-04
425004,2016-09-19
425004,2016-10-01
425004,2016-10-06
425004,2016-10-09
425004,2016-10-16
425004,2016-10-28
425004,2016-10-30
5329896,2017-01-09
5329896,2017-01-12
5329896,2017-01-14
5329896,2017-01-18
5329896,2017-01-22
5329896,2017-01-28
5329896,2017-02-05
5329896,2017-02-11
5329896,2017-02-19
5329896,2017-02-23
5329896,2017-02-25
5329896,2017-03-04
5329896,2017-03-06
5329896,2017-03-12
5329896,2017-03-25
5329896,2017-06-06
5329896,2017-06-24
5329896,2017-06-27
3597187,2018-05-31
3597187,2018-06-04
3597187,2018-06-11
3597187,2018-06-14
3597187,2018-06-17
3597187,2018-06-21
3597187,2018-06-23
3597187,2018-06-27
3597187,2018-07-01
3597187,2018-07-03
3597187,2018-07-05
3597187,2018-07-08
3597187,2018-07-09
3597187,2018-07-12
3597187,2018-07-15
3597187,2018-07-21
3597187,2018-07-23
3597187,2018-07-29
3597187,2018-08-06
3597187,2018-08-08
5329896,2017-06-30
5329896,2017-07-02
5329896,2017-07-08
5329896,2017-07-09
5329896,2017-07-11
5329896,2017-07-13
5329896,2017-07-15
5329896,2017-07-16
5329896,2017-07-20
5329896,2017-07-23
3597187,2018-08-18
3597187,2018-08-26
3597187,2018-08-30
3597187,2018-09-16
3597187,2018-09-21
5329896,2017-07-27
5329896,2017-07-29
5329896,2017-07-30
5329896,2017-08-01
5329896,2017-08-14
5329896,2017-08-14
5329896,2017-08-18
5329896,2017-08-20
5329896,2017-08-22
5329896,2017-09-02
5329896,2017-09-03
5329896,2017-09-05
5329896,2017-09-06
5329896,2017-09-10
5329896,2017-09-11
5329896,2017-09-15
5329896,2017-09-18
425004,2016-11-05
425004,2016-11-09
3597187,2018-09-24
3597187,2018-09-30
3597187,2018-10-01
3597187,2018-10-03
3597187,2018-10-07
3597187,2018-10-13
3597187,2018-10-22
3597187,2018-10-28
3597187,2018-11-06
3597187,2018-11-08
3597187,2018-11-10
3597187,2018-11-12
3597187,2018-11-15
3597187,2018-11-20
3597187,2018-11-22
425004,2016-11-13
5329896,2017-09-19
5329896,2017-09-28
5329896,2017-09-29
5329896,2017-10-02
5329896,2017-10-09
5329896,2017-10-13
5329896,2017-10-14
5329896,2017-10-17
5329896,2017-10-23
5329896,2017-10-27
5329896,2017-10-29
5329896,2017-11-02
5329896,2017-11-07
5329896,2017-11-12
5329896,2017-11-18
5329896,2017-11-22
5329896,2017-11-23
5329896,2017-12-02
5329896,2017-12-04
5329896,2018-01-06
5329896,2018-01-07
5329896,2018-01-09
5329896,2018-01-11
3597187,2018-11-24
3597187,2018-11-26
3597187,2018-11-28
3597187,2018-12-01
5329896,2018-02-10
5329896,2018-03-03
5329896,2018-03-09
5329896,2018-03-11
425004,2016-11-20
3597187,2018-12-08
3597187,2018-12-12
3597187,2018-12-15
425004,2016-11-28
425004,2016-12-03
425004,2016-12-18
425004,2016-12-21
425004,2017-01-01
425004,2017-01-15
425004,2017-01-29
425004,2017-02-11
425004,2017-02-14
425004,2017-02-18
425004,2017-03-18
5329896,2018-03-16
5329896,2018-03-19
5329896,2018-03-24
5329896,2018-04-08
5329896,2018-04-09
5329896,2018-04-16
5329896,2018-04-22
5329896,2018-04-29
5329896,2018-06-11
5329896,2018-07-07
5329896,2018-07-07
5329896,2018-07-09
5329896,2018-07-30
5329896,2018-08-02
5329896,2018-08-04
5329896,2018-08-05
5329896,2018-08-12
5329896,2018-08-15
3597187,2018-12-31
3597187,2019-01-16
3597187,2019-01-19
3597187,2019-01-22
3597187,2019-01-26
3597187,2019-01-30
3597187,2019-02-02
425004,2017-03-26
425004,2017-04-01
425004,2017-04-08
425004,2017-04-12
425004,2017-04-16
3597187,2019-02-07
3597187,2019-02-10
425004,2017-04-23
425004,2017-07-07
5329896,2018-08-19
5329896,2018-08-25
5329896,2018-08-25
5329896,2018-09-02
5329896,2018-09-16
5329896,2018-09-23
5329896,2018-09-25
5329896,2018-11-20
5329896,2018-11-24
5329896,2018-11-25
5329896,2018-12-01
5329896,2018-12-08
5329896,2018-12-15
5329896,2018-12-29
5329896,2019-01-03
5329896,2019-01-06
5329896,2019-01-09
5329896,2019-01-11
5329896,2019-01-15
5329896,2019-01-26
3597187,2019-02-15
5329896,2019-01-28
3597187,2019-02-16
3597187,2019-02-20
3597187,2019-02-24
3597187,2019-02-26
3597187,2019-03-02
3597187,2019-03-05
3597187,2019-03-06
3597187,2019-03-11
3597187,2019-03-16
3597187,2019-03-18
3597187,2019-03-22
3597187,2019-03-23
3597187,2019-03-31
3597187,2019-04-04
3597187,2019-04-06
3597187,2019-04-11
3597187,2019-04-13
3597187,2019-04-16
3597187,2019-04-22
3597187,2019-04-25
3597187,2019-04-29
3597187,2019-05-05
3597187,2019-05-07
3597187,2019-05-11
3597187,2019-05-15
3597187,2019-05-17
3597187,2019-06-11
3597187,2019-06-16
3597187,2019-06-18
3597187,2019-06-20
3597187,2019-06-23
3597187,2019-06-25
3597187,2019-06-27
3597187,2019-07-01
3597187,2019-07-03
3597187,2019-07-05
3597187,2019-07-11
3597187,2019-07-14
3597187,2019-07-21
3597187,2019-07-25
3597187,2019-07-27
3597187,2019-07-30
3597187,2019-08-02
3597187,2019-08-16
3597187,2019-08-18
3597187,2019-08-21
3597187,2019-08-23
3597187,2019-08-28
3597187,2019-08-31
3597187,2019-09-02
3597187,2019-09-04
3597187,2019-09-12
3597187,2019-09-18
3597187,2019-09-21
3597187,2019-09-26
3597187,2019-09-29
3597187,2019-10-06
3597187,2019-10-09
3597187,2019-10-10
3597187,2019-10-12
3597187,2019-10-15
3597187,2019-10-19
3597187,2019-10-23
3597187,2019-10-28
3597187,2019-10-31
3597187,2019-11-01
3597187,2019-11-07
3597187,2019-11-10
3597187,2019-11-12
3597187,2019-11-14
3597187,2019-11-16
3597187,2019-11-19
3597187,2019-11-24
5329896,2019-02-16
5329896,2019-02-20
5329896,2019-02-21
5329896,2019-02-23
5329896,2019-02-28
5329896,2019-03-02
5329896,2019-03-07
5329896,2019-03-10
5329896,2019-03-17
5329896,2019-03-30
5329896,2019-04-15
5329896,2019-04-15
5329896,2019-04-26
5329896,2019-05-06
425004,2017-07-09
425004,2017-07-14
3597187,2019-11-25
425004,2017-09-10
425004,2017-09-30
425004,2017-10-07
425004,2017-11-19
425004,2017-11-26
425004,2017-12-02
425004,2017-12-10
425004,2017-12-16
425004,2017-12-24
425004,2017-12-30
425004,2018-01-01
425004,2018-01-13
425004,2018-01-27
425004,2018-02-08
425004,2018-02-10
425004,2018-02-18
425004,2018-03-03
425004,2018-03-07
425004,2018-03-12
425004,2018-03-18
425004,2018-03-29
425004,2018-04-03
425004,2018-04-29
425004,2018-09-03
425004,2018-11-06
425004,2018-11-17
425004,2018-11-24
425004,2018-12-02
425004,2018-12-11
425004,2018-12-16
425004,2018-12-26
425004,2018-12-30
425004,2019-01-01
425004,2019-01-19
425004,2019-01-27
425004,2019-02-07
425004,2019-02-09
425004,2019-02-16
425004,2019-02-23
425004,2019-03-02
5329896,2019-05-26
5329896,2019-07-13
5329896,2019-07-28
5329896,2019-08-06
5329896,2019-08-12
5329896,2019-08-25
5329896,2019-09-03
5329896,2019-09-15
5329896,2019-10-20
5329896,2019-10-26
5329896,2019-11-04
3597187,2019-11-27
3597187,2019-12-08
3597187,2019-12-14
3597187,2019-12-18
3597187,2019-12-21
3597187,2019-12-26
3597187,2020-01-03
5329896,2019-12-15
5329896,2019-12-29
5329896,2019-12-31
5329896,2020-01-07
5329896,2020-01-09
5329896,2020-01-12
5329896,2020-01-18
5329896,2020-01-24
5329896,2020-02-02
5329896,2020-02-09
5329896,2020-02-15
5329896,2020-02-23
5329896,2020-03-01
5329896,2020-03-15
5329896,2020-11-15
5329896,2020-11-21
5329896,2020-12-06
5329896,2020-12-16
5329896,2020-12-19
425004,2019-03-10
425004,2019-03-24
425004,2019-03-31
425004,2019-04-17
425004,2019-04-22
425004,2019-04-24
425004,2019-05-25
425004,2019-06-10
425004,2019-07-12
425004,2019-09-09
425004,2019-09-14
425004,2019-09-29
425004,2019-11-16
425004,2019-11-22
425004,2019-11-29
425004,2019-12-01
425004,2019-12-21
425004,2019-12-29
425004,2019-12-31
425004,2020-01-04
425004,2020-01-18
425004,2020-01-26
425004,2020-02-09
425004,2020-02-15
425004,2020-02-22
425004,2020-03-01
425004,2020-03-08
425004,2020-03-15
425004,2020-03-22
425004,2020-07-06
425004,2020-11-15
425004,2020-11-21
425004,2020-11-28
425004,2020-12-07
425004,2020-12-13
425004,2020-12-22
425004,2021-01-01
425004,2021-01-30
425004,2021-02-21
425004,2021-02-28
425004,2021-03-08
425004,2021-03-13
425004,2021-03-22
425004,2021-04-04
425004,2021-04-14
425004,2021-04-17
425004,2021-05-09
425004,2021-05-22
425004,2021-12-15
425004,2021-12-20
425004,2021-12-23
425004,2021-12-26
425004,2022-01-08
425004,2022-01-13
425004,2022-01-20
425004,2022-01-22
425004,2022-02-05
425004,2022-02-13
425004,2022-02-19
425004,2022-03-19
425004,2022-03-26
425004,2022-04-10
425004,2022-04-19
425004,2022-04-25
425004,2022-05-07
425004,2022-05-15
425004,2022-06-13
425004,2022-06-19
425004,2022-07-05
425004,2022-08-06
425004,2022-08-13
425004,2022-09-18
425004,2022-09-25
425004,2022-10-16
425004,2022-10-31
425004,2022-11-27
425004,2022-12-17
425004,2022-12-24
425004,2023-01-01
425004,2023-01-05
425004,2023-01-13
425004,2023-01-21
425004,2023-01-27
425004,2023-02-12
425004,2023-03-12
425004,2023-03-19
425004,2023-03-27
425004,2023-04-02
425004,2023-05-28
3597187,2020-01-07
3597187,2020-01-16
3597187,2020-01-19
3597187,2020-01-21
3597187,2020-01-24
3597187,2020-01-30
3597187,2020-02-01
3597187,2020-02-03
3597187,2020-02-07
3597187,2020-02-09
3597187,2020-02-10
3597187,2020-02-15
3597187,2020-02-19
3597187,2020-02-22
3597187,2020-02-27
3597187,2020-02-29
3597187,2020-03-03
3597187,2020-03-08
3597187,2020-03-13
432257,2013-11-06
432257,2014-03-25
432257,2014-07-09
432257,2014-08-25
432257,2014-11-17
432257,2014-12-11
432257,2015-02-01
432257,2015-02-08
5329896,2020-12-24
5329896,2021-01-03
5329896,2021-01-07
5329896,2021-03-06
5329896,2021-03-07
5329896,2021-03-13
5329896,2021-03-20
5329896,2021-04-12
5329896,2021-04-18
5329896,2021-04-25
5329896,2021-05-02
5329896,2021-05-09
5329896,2021-06-21
5329896,2021-07-04
5329896,2021-07-11
5329896,2021-08-01
5329896,2021-10-30
5329896,2021-10-31
5329896,2021-11-14
5329896,2021-11-20
5329896,2021-11-25
3597187,2020-03-21
3597187,2020-03-24
3597187,2020-03-26
3597187,2020-04-02
3597187,2020-05-27
3597187,2020-05-31
3597187,2020-06-06
3597187,2020-06-07
3597187,2020-06-10
3597187,2020-06-13
3597187,2020-06-20
3597187,2020-06-21
3597187,2020-06-25
3597187,2020-06-28
3597187,2022-12-11
3597187,2022-12-20
3597187,2022-12-29
3597187,2023-01-03
3597187,2023-01-09
3597187,2023-01-13
3597187,2023-01-21
3597187,2023-01-29
3597187,2023-02-01
3597187,2023-02-04
3597187,2023-02-07
3597187,2023-02-10
3597187,2023-02-12
3597187,2023-02-15
3597187,2023-02-18
3597187,2023-02-22
5329896,2021-11-28
3597187,2023-02-23
3597187,2023-02-25
3597187,2023-02-28
3597187,2023-03-06
3597187,2023-03-08
3597187,2023-03-13
3597187,2023-03-14
3597187,2023-03-17
3597187,2023-03-20
3597187,2023-03-24
3597187,2023-03-26
3597187,2023-04-04
5329896,2021-12-11
5329896,2021-12-23
5329896,2022-01-04
5329896,2022-01-08
5329896,2022-01-11
5329896,2022-01-16
5329896,2022-01-21
5329896,2022-02-20
5329896,2022-02-27
5329896,2022-03-13
5329896,2022-04-08
5329896,2022-04-25
432257,2015-03-10
432257,2015-05-25
3597187,2023-04-11
3597187,2023-04-14
3597187,2023-04-17
432257,2015-06-22
432257,2015-07-13
432257,2015-09-04
432257,2015-09-21
5329896,2022-06-12
5329896,2022-07-19
5329896,2022-07-31
5329896,2022-08-21
5329896,2022-08-27
5329896,2022-09-26
3597187,2023-04-20
3597187,2023-04-22
3597187,2023-04-24
3597187,2023-04-26
3597187,2023-04-30
3597187,2023-05-10
5329896,2022-10-02
5329896,2022-10-15
432257,2015-09-30
432257,2015-10-19
432257,2015-10-26
3597187,2023-05-12
3597187,2023-05-14
3597187,2023-05-16
3597187,2023-05-21
3630812,2015-06-09
432257,2015-11-09
432257,2015-11-10
432257,2015-11-25
432257,2015-12-01
432257,2015-12-20
432257,2015-12-30
432257,2015-12-31
5329896,2022-10-20
5329896,2022-10-23
5329896,2022-10-25
5329896,2022-10-29
5329896,2022-11-06
5329896,2022-11-27
5329896,2022-12-02
5329896,2022-12-05
5329896,2023-01-14
5329896,2023-01-18
5329896,2023-01-22
5329896,2023-02-11
5329896,2023-02-19
5329896,2023-03-04
5329896,2023-03-11
5329896,2023-03-14
5329896,2023-03-19
5329896,2023-04-02
5329896,2023-05-01
5329896,2023-05-06
5329896,2023-05-13
3630812,2015-09-14
3630812,2016-07-10
3630812,2016-10-01
3630812,2016-10-08
3630812,2017-01-02
432257,2016-02-08
432257,2016-02-16
432257,2016-03-25
432257,2016-04-14
432257,2016-06-06
432257,2016-08-13
432257,2016-09-12
432257,2016-09-27
432257,2016-10-01
432257,2016-10-04
432257,2016-10-20
432257,2016-11-14
432257,2016-12-03
432257,2016-12-10
3630812,2017-01-28
432257,2016-12-13
432257,2016-12-17
5468956,2015-04-12
3630812,2017-11-12
3630812,2017-12-25
3630812,2018-01-01
3630812,2018-01-07
3630812,2018-09-09
3630812,2018-09-29
3630812,2019-01-08
3630812,2019-01-15
3630812,2019-01-26
3630812,2019-03-23
3630812,2019-04-14
3630812,2019-12-29
3630812,2020-01-04
3630812,2020-01-15
3630812,2020-01-19
5468956,2015-06-08
5468956,2015-08-02
5468956,2015-08-15
432257,2016-12-22
432257,2016-12-25
432257,2017-01-14
432257,2017-01-28
432257,2017-01-29
432257,2017-02-01
432257,2017-02-11
432257,2017-02-26
432257,2017-03-04
432257,2017-03-05
432257,2017-03-25
432257,2017-03-31
432257,2017-04-01
432257,2017-04-08
432257,2017-04-15
432257,2017-04-20
432257,2017-04-24
432257,2017-05-21
3630812,2020-06-21
3630812,2020-07-10
3630812,2020-12-05
3630812,2020-12-06
3630812,2020-12-25
3630812,2021-01-03
3630812,2021-01-14
3630812,2021-11-21
3630812,2022-01-08
3630812,2022-01-17
3630812,2022-01-21
3630812,2022-04-05
3630812,2022-04-18
3630812,2023-01-12
3630812,2023-01-29
3640257,2014-12-26
5468956,2015-10-25
3640257,2014-12-29
3640257,2015-04-07
3640257,2015-09-22
3640257,2015-12-01
3640257,2015-12-07
5468956,2016-03-29
5468956,2016-06-13
432257,2017-06-03
432257,2017-06-22
432257,2017-06-24
3640257,2016-03-22
3640257,2016-08-28
3640257,2016-10-08
3640257,2017-04-01
3640257,2018-01-14
3640257,2018-03-18
3640257,2018-06-02
3640257,2018-08-19
3640257,2018-12-21
3640257,2019-01-01
3640257,2019-02-21
3640257,2020-02-01
3640257,2020-12-12
3640257,2020-12-25
3640257,2021-02-14
3640257,2021-03-01
3640257,2021-03-21
432257,2017-07-01
432257,2017-07-17
432257,2017-07-23
432257,2017-07-23
432257,2017-07-30
5468956,2016-10-16
5468956,2016-10-24
5468956,2017-01-01
5468956,2017-03-25
5468956,2017-05-27
5468956,2017-07-13
5468956,2017-09-24
5468956,2017-10-08
5468956,2017-11-11
5468956,2017-11-27
5468956,2017-12-05
5468956,2018-03-01
5468956,2018-03-18
3640257,2021-04-12
5468956,2018-05-20
5468956,2018-10-14
5468956,2019-02-02
5468956,2019-04-24
5468956,2019-06-10
5468956,2019-07-22
5468956,2019-10-01
5468956,2019-11-03
5468956,2020-01-01
432257,2017-08-16
432257,2017-09-17
432257,2017-09-24
432257,2017-10-20
432257,2017-11-12
432257,2017-11-23
432257,2017-12-09
432257,2017-12-20
432257,2018-01-02
432257,2018-01-04
432257,2018-01-06
3640257,2021-07-08
432257,2018-01-21
432257,2018-01-21
432257,2018-01-25
432257,2018-02-02
432257,2018-02-05
432257,2018-02-05
432257,2018-02-12
432257,2018-02-16
5468956,2020-02-15
5468956,2020-06-08
5468956,2020-11-28
5468956,2020-12-19
5468956,2021-01-02
5468956,2021-02-21
5468956,2021-04-09
5468956,2021-04-26
5468956,2021-05-09
5468956,2021-05-15
5468956,2021-05-23
5468956,2021-11-01
5468956,2021-11-21
5468956,2021-12-04
5468956,2022-04-12
5468956,2022-04-18
5468956,2022-04-19
5468956,2022-05-22
5468956,2022-10-16
5468956,2022-11-24
5468956,2022-12-26
5468956,2023-01-28
5468956,2023-03-26
5468956,2023-04-02
3640257,2021-11-13
3640257,2021-11-22
3640257,2022-01-31
5468956,2023-04-16
