id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,Location
1125097,Cottage in Angaston · ★4.88 · 1 bedroom · 1 bed · 1 bath,6172214,Heather,,Angaston,-34.49563,139.0293,Entire home/apt,254,2,190,2023-06-13,1.59,3,332,32,,Barossa Valley
1133195,Cottage in Angaston · ★4.84 · 1 bedroom · 1 bed · 1 bath,6172214,Heather,,Angaston,-34.49538,139.03086,Entire home/apt,236,2,69,2023-06-12,0.65,3,355,14,,Barossa Valley
1133236,Rental unit in Angaston · ★4.89 · 1 bedroom · 1 bed · 1 private bath,6172214,Heather,,Penrice,-34.49372,139.03199,Private room,260,1,63,2023-06-11,0.55,3,332,17,,Barossa Valley
1710462,Cabin in Shea-Oak Log · ★4.77 · 1 bedroom · 1 bed · 1 bath,6645956,Kylie And Tom,,Shea-Oak Log,-34.51049,138.81731,Entire home/apt,102,2,534,2023-06-11,4.55,1,318,44,,Barossa Valley
1787389,Rental unit in Tanunda · ★4.39 · 2 bedrooms · 2 beds · 2 baths,9380091,Kym,,Tanunda,-34.52737,138.953,Entire home/apt,286,2,18,2023-01-08,0.20,14,147,1,,Barossa Valley
2028951,Vacation home in Lyndoch · ★4.75 · 2 bedrooms · 2 beds · 1 bath,10421165,Mark And Fiona,,Lyndoch,-34.60392,138.88311,Entire home/apt,189,2,12,2023-04-29,0.81,2,306,8,,Barossa Valley
2327616,Guesthouse in Gawler River · ★4.74 · 1 bedroom · 2 beds · 1 bath,6713275,Bill,,Gawler River,-34.60549,138.64723,Entire home/apt,95,1,163,2023-06-17,1.60,1,356,49,,Barossa Valley
2567051,Bed and breakfast in Cockatoo Valley · ★4.84 · 2 bedrooms · 2 beds · 2 baths,10726293,Rebecca,,Cockatoo Valley,-34.63808,138.84598,Private room,210,2,31,2022-08-22,0.30,1,290,1,,Barossa Valley
5289072,Cabin in Mount McKenzie · ★4.95 · 3 bedrooms · 3 beds · 2 baths,27321203,Phillip,,Flaxman Valley,-34.56405,139.07988,Entire home/apt,220,3,123,2022-10-29,1.32,1,133,8,,Barossa Valley
5426792,Guesthouse in Nuriootpa · ★4.78 · 1 bedroom · 1 bed · 1 bath,28149709,Andrew & Belinda,,Nuriootpa,-34.46333,139.00032,Entire home/apt,67,1,158,2023-06-26,1.71,1,122,22,,Barossa Valley
5537173,Villa in Lyndoch · ★4.94 · 1 bedroom · 1 bed · 1 bath,28712482,Nelly,,Lyndoch,-34.58503,138.86457,Entire home/apt,425,2,35,2023-06-03,0.60,3,305,4,,Barossa Valley
6157653,Cottage in Penrice · ★4.93 · 1 bedroom · 1 bed · 1 bath,31945359,Julie,,Penrice,-34.4872,139.04529,Entire home/apt,290,1,28,2022-04-19,0.29,1,113,0,,Barossa Valley
6170279,Cottage in Tanunda · ★4.89 · 1 bedroom · 1 bed · 1 bath,32013001,Wendy,,Tanunda,-34.50938,138.97314,Entire home/apt,196,2,165,2023-01-08,1.66,1,0,7,,Barossa Valley
6170887,Cottage in Nuriootpa · ★4.67 · 3 bedrooms · 4 beds · 1 bath,32017867,Elderton,,Nuriootpa,-34.47753,138.99632,Entire home/apt,400,2,31,2022-09-26,0.32,1,287,3,,Barossa Valley
6296823,Cottage in Tanunda · ★4.92 · 2 bedrooms · 2 beds · 1 bath,32743215,Veritas Retreat Barossa,,Tanunda,-34.50398,138.96065,Entire home/apt,309,2,87,2023-06-20,0.88,2,248,11,,Barossa Valley
7055506,Cottage in Tanunda · ★4.93 · 2 bedrooms · 2 beds · 1 bath,10626104,Karen,,Tanunda,-34.50158,138.99585,Entire home/apt,243,2,180,2021-10-17,1.87,2,0,0,,Barossa Valley
7297171,Rental unit in Angaston · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,26147078,Jonathan And Kate,,Angaston,-34.50003,139.03542,Private room,95,1,150,2019-04-28,1.57,6,0,0,,Barossa Valley
8053447,Home in Tanunda · ★4.99 · 2 bedrooms · 2 beds · 1 private bath,42427624,Maryann,,Tanunda,-34.51874,138.96221,Private room,165,1,86,2023-05-28,1.07,1,0,4,,Barossa Valley
9264671,Guest suite in Tanunda · ★4.61 · 1 bedroom · 1 bed · 1 private bath,17055114,Tracey,,Tanunda,-34.52982,138.95272,Private room,146,2,28,2023-05-31,0.32,4,218,1,,Barossa Valley
9319789,Home in Tanunda · ★4.91 · 5 bedrooms · 5 beds · 3 baths,17055114,Tracey,,Tanunda,-34.52808,138.95335,Entire home/apt,821,1,96,2023-06-12,1.10,4,272,20,,Barossa Valley
9319994,Home in Tanunda · ★4.88 · 3 bedrooms · 3 beds · 3 baths,17055114,Tracey,,Tanunda,-34.52751,138.95261,Entire home/apt,468,2,69,2023-05-23,0.81,4,272,21,,Barossa Valley
9453124,Home in Tanunda · ★4.89 · 4 bedrooms · 4 beds · 3 baths,17055114,Tracey,,Tanunda,-34.52797,138.95259,Entire home/apt,708,1,37,2023-04-18,0.41,4,272,11,,Barossa Valley
9714178,Home in Tanunda · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,50149490,Yvette,,Tanunda,-34.52206,138.96239,Entire home/apt,515,2,75,2023-05-29,0.86,1,236,24,,Barossa Valley
9850994,Home in Angaston · ★4.86 · 1 bedroom · 1 bed · 1 bath,26147078,Jonathan And Kate,,Angaston,-34.49936,139.03867,Entire home/apt,120,1,7,2016-01-13,0.08,6,0,0,,Barossa Valley
10285222,Rental unit in Tanunda · ★4.30 · 1 bedroom · 1 bed · 1 bath,9380091,Kym,,Tanunda,-34.52688,138.95464,Entire home/apt,266,2,10,2020-03-18,0.11,14,109,0,,Barossa Valley
10287444,Home in Tanunda · ★4.24 · 3 bedrooms · 5 beds · 1 bath,9380091,Kym,,Tanunda,-34.52677,138.95225,Entire home/apt,321,2,17,2023-05-21,0.19,14,104,1,,Barossa Valley
10526299,Home in Kapunda · ★5.0 · 2 bedrooms · 2 beds · 1 bath,54276241,Mark,,Kapunda,-34.34184,138.91579,Entire home/apt,250,2,6,2023-01-29,0.50,1,167,6,,Barossa Valley
10619599,Rental unit in Tanunda · ★4.67 · 1 bedroom · 2 beds · 1 bath,9380091,Kym,,Tanunda,-34.52726,138.95267,Entire home/apt,272,1,3,2023-04-30,0.05,14,105,1,,Barossa Valley
10634089,Guest suite in Tanunda · ★4.33 · 1 bedroom · 1 bed · 1 private bath,9380091,Kym,,Tanunda,-34.52816,138.95295,Private room,266,2,6,2017-10-30,0.07,14,107,0,,Barossa Valley
10947532,Guesthouse in Rowland Flat · ★4.98 · 1 bedroom · 1 bed · 1 bath,54950628,Kay,,Altona,-34.56985,138.92791,Entire home/apt,194,2,336,2023-05-29,3.75,1,303,33,,Barossa Valley
10971607,Home in Angaston · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,48092850,Robyn,,Angaston,-34.50109,139.04697,Entire home/apt,600,1,7,2018-04-01,0.08,3,364,0,,Barossa Valley
11380095,Home in Nuriootpa · ★4.79 · 4 bedrooms · 6 beds · 2 baths,59672772,John And Bianca,,Nuriootpa,-34.46193,139.01084,Entire home/apt,170,3,44,2021-06-27,0.50,1,0,0,,Barossa Valley
11428035,Home in Tanunda · ★4.65 · 3 bedrooms · 4 beds · 2 baths,9380091,Kym,,Tanunda,-34.52491,138.95631,Entire home/apt,650,2,40,2022-10-09,0.45,14,178,1,,Barossa Valley
11857399,Home in Angaston · ★4.94 · 2 bedrooms · 2 beds · 1.5 baths,48092850,Robyn,,Angaston,-34.49983,139.04583,Entire home/apt,384,2,95,2023-01-01,1.14,3,351,2,,Barossa Valley
11915715,Cottage in Lyndoch · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,308444810,Louise,,Lyndoch,-34.57137,138.89843,Entire home/apt,269,2,37,2023-04-26,0.43,2,322,2,,Barossa Valley
12191413,Home in Kapunda · ★4.58 · 3 bedrooms · 4 beds · 1 bath,65531648,Jacqueline,,Kapunda,-34.34006,138.91144,Entire home/apt,239,2,12,2023-01-02,0.15,2,362,6,,Barossa Valley
12192423,Villa in Kapunda · ★4.77 · 2 bedrooms · 4 beds · 1 bath,65531648,Jacqueline,,Kapunda,-34.34327,138.92162,Entire home/apt,265,2,102,2023-04-23,1.17,2,361,23,,Barossa Valley
12856765,Home in Angaston · ★4.88 · 4 bedrooms · 4 beds · 2.5 baths,48092850,Robyn,,Angaston,-34.50133,139.04966,Entire home/apt,310,2,155,2023-05-12,1.80,3,333,7,,Barossa Valley
12906285,Home in Angaston · ★4.94 · 2 bedrooms · 2 beds · 1 bath,22786354,Rebekah,,Angaston,-34.50746,139.04552,Entire home/apt,156,3,180,2023-06-21,2.35,1,252,25,,Barossa Valley
14031240,Bed and breakfast in Bethany · ★5.0 · 1 bedroom · 1 bed · 1 private bath,2425103,Sandra,,Bethany,-34.53852,138.96849,Hotel room,330,999,26,2023-06-03,0.32,2,79,5,,Barossa Valley
14080027,"Cottage in Rosedale, McCallum Road · ★4.95 · 1 bedroom · 1 bed · 1.5 baths",84633251,Henri,,Sandy Creek,-34.58178,138.83414,Entire home/apt,290,2,129,2023-01-29,1.72,2,355,14,,Barossa Valley
14377105,Home in Angaston · ★4.67 · 3 bedrooms · 5 beds · 2 baths,88244555,James,,Angaston,-34.50712,139.03884,Entire home/apt,280,1,31,2023-02-19,0.37,1,287,3,,Barossa Valley
14697430,Cottage in Moculta · ★4.87 · 2 bedrooms · 2 beds · 1 bath,34978411,John,,Moculta,-34.46685,139.12019,Entire home/apt,210,2,60,2023-06-17,1.04,1,330,13,,Barossa Valley
14827811,Rental unit in Tanunda · ★5.0 · 2 bedrooms · 2 beds · 2 baths,9380091,Kym,,Tanunda,-34.52865,138.95429,Entire home/apt,311,1,4,2022-08-21,0.07,14,156,1,,Barossa Valley
14828790,Rental unit in Angaston · ★4.95 · 1 bedroom · 2 beds · 1 bath,6402384,Alicia,,Angaston,-34.50042,139.04615,Entire home/apt,315,1,21,2022-04-10,0.25,2,192,0,,Barossa Valley
14842846,Rental unit in Tanunda · 2 bedrooms · 2 beds · 2 baths,9380091,Kym,,Tanunda,-34.52865,138.95366,Entire home/apt,307,1,0,,,14,147,0,,Barossa Valley
14843749,Rental unit in Tanunda · ★4.60 · 2 bedrooms · 2 beds · 2 baths,9380091,Kym,,Tanunda,-34.52682,138.95347,Entire home/apt,289,2,10,2021-04-05,0.12,14,155,0,,Barossa Valley
14844379,Rental unit in Angaston · ★4.80 · 2 bedrooms · 2 beds · 1 bath,6402384,Alicia,,Angaston,-34.50009,139.0443,Entire home/apt,478,1,5,2023-01-07,0.06,2,192,1,,Barossa Valley
14969874,Home in Tanunda · ★4.85 · 6 bedrooms · 10 beds · 4 baths,9380091,Kym,,Tanunda,-34.52801,138.9536,Entire home/apt,1414,2,20,2023-01-15,0.26,14,134,2,,Barossa Valley
15579249,Home in Lyndoch · ★4.87 · 3 bedrooms · 4 beds · 2 baths,14870315,Maria,,Lyndoch,-34.59793,138.87333,Entire home/apt,239,2,123,2023-06-11,1.60,1,334,28,,Barossa Valley
15811271,Home in Angaston · ★4.96 · 1 bedroom · 1 bed · 1.5 shared baths,102130451,Anthea,,Angaston,-34.49457,139.05402,Private room,80,1,51,2021-11-13,0.81,1,0,0,,Barossa Valley
16519738,Home in Kapunda · ★4.89 · 2 bedrooms · 2 beds · 1 bath,108616729,Yvonne And Glenn,,Kapunda,-34.33925,138.91111,Entire home/apt,200,2,133,2023-06-25,1.71,1,81,66,,Barossa Valley
16795559,Farm stay in Barossa · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,111640794,John & Jess,,Sandy Creek,-34.56818,138.83216,Entire home/apt,153,2,319,2023-06-04,4.15,1,331,41,,Barossa Valley
17287788,Bed and breakfast in Light Pass · ★4.87 · 1 bedroom · 1 bed · 1 bath,76253619,Tracy,,Light Pass,-34.4693,139.02488,Entire home/apt,179,2,64,2023-06-07,0.83,1,82,1,,Barossa Valley
17558728,Cottage in Seppeltsfield · ★5.0 · 1 bedroom · 1 bed · 1 bath,77871395,Wendy,,Marananga,-34.48914,138.91118,Entire home/apt,1018,1,3,2022-12-03,0.12,2,316,1,,Barossa Valley
17720616,Cottage in Tanunda · ★4.76 · 3 bedrooms · 4 beds · 1 bath,23229905,Cathy,,Tanunda,-34.5215,138.96631,Entire home/apt,231,1,216,2023-04-25,2.98,1,326,45,,Barossa Valley
17737018,Home in Springton · 1 bedroom · 1 bed · 1 bath,97913320,Renate,,Springton,-34.72364,139.06851,Entire home/apt,195,3,0,,,1,0,0,,Barossa Valley
17862552,Home in Tanunda · ★4.89 · 4 bedrooms · 5 beds · 2.5 baths,10112369,Jason,,Tanunda,-34.51031,138.97908,Entire home/apt,254,1,150,2023-06-12,2.04,1,313,41,,Barossa Valley
17963507,Guesthouse in Tanunda · ★4.95 · 1 bedroom · 1 bed · 1 bath,12063415,Lesley Ann,,Tanunda,-34.52511,138.96518,Entire home/apt,131,2,350,2023-05-21,4.62,1,140,40,,Barossa Valley
17980547,"Cottage in Pewsey Vale, Barrossa Valley  · ★4.88 · 3 bedrooms · 4 beds · 2 baths",123514866,Peter And Marijan,,Mount Crawford,-34.65127498802909,138.97806003489265,Entire home/apt,150,2,194,2023-06-15,2.58,2,281,29,,Barossa Valley
18276899,Home in Tanunda · ★4.96 · 2 bedrooms · 2 beds · 1 bath,32743215,Veritas Retreat Barossa,,Tanunda,-34.50656,138.96302,Entire home/apt,342,2,50,2023-06-20,0.68,2,245,14,,Barossa Valley
18798879,Home in Angaston · ★4.90 · 1 bedroom · 1 bed · 1 private bath,98267463,Mark,,Angaston,-34.50209,139.04418,Private room,150,2,80,2023-06-19,1.12,1,119,28,,Barossa Valley
18845618,Home in Tanunda · ★4.93 · 2 bedrooms · 2 beds · 1 bath,40553443,Shannon,,Tanunda,-34.52814,138.95832,Entire home/apt,230,1,156,2023-06-01,2.12,1,332,12,,Barossa Valley
19817750,Home in Mount Pleasant · ★4.99 · 3 bedrooms · 4 beds · 1.5 baths,139798846,Maureen,,Mount Pleasant,-34.7752,139.04573,Entire home/apt,300,2,88,2023-06-18,1.25,1,33,15,,Barossa Valley
20002372,"Tent in Barossa Valley, · ★4.97 · 1 bedroom · 1 bed · 1 bath",15326510,Kate,,Flaxman Valley,-34.61,139.06722,Entire home/apt,276,2,225,2023-06-25,3.31,1,345,54,,Barossa Valley
20057093,Cottage in Tanunda · ★4.96 · 2 bedrooms · 3 beds · 1 bath,142521667,Alicia,,Tanunda,-34.51962,138.96033,Entire home/apt,325,2,136,2023-06-15,2.02,1,270,27,,Barossa Valley
20079805,Villa in Lyndoch · ★4.95 · 4 bedrooms · 6 beds · 2.5 baths,11110185,Suzie,,Lyndoch,-34.60384,138.89156,Entire home/apt,499,2,60,2023-05-29,0.85,2,293,10,,Barossa Valley
20144446,Cottage in Lyndoch · ★4.95 · 2 bedrooms · 2 beds · 1.5 baths,11110185,Suzie,,Lyndoch,-34.60504,138.89259,Entire home/apt,375,2,62,2023-02-13,0.89,2,309,12,,Barossa Valley
20175507,Rental unit in Tanunda · ★4.67 · 8 bedrooms · 8 beds · 8 baths,9380091,Kym,,Tanunda,-34.52644,138.95208,Entire home/apt,1920,1,3,2020-06-28,0.05,14,160,0,,Barossa Valley
20176443,Rental unit in Tanunda · 14 bedrooms · 16 beds · 12 baths,9380091,Kym,,Tanunda,-34.52654,138.9538,Entire home/apt,2800,1,0,,,14,138,0,,Barossa Valley
20524750,Home in Nuriootpa · ★4.54 · 5 bedrooms · 5 beds · 3 baths,146536624,Simone,,Nuriootpa,-34.49153,138.96338,Entire home/apt,1600,3,13,2021-06-25,0.21,1,0,0,,Barossa Valley
21481807,Home in Angaston · ★4.99 · 3 bedrooms · 5 beds · 2.5 baths,156029245,Anne,,Angaston,-34.51446,139.04117,Entire home/apt,434,2,95,2023-06-13,1.92,1,319,22,,Barossa Valley
21636564,Bungalow in Angaston · ★4.92 · 3 bedrooms · 3 beds · 1.5 baths,26147078,Jonathan And Kate,,Angaston,-34.49929,139.04988,Entire home/apt,324,2,168,2023-06-17,2.47,6,312,38,,Barossa Valley
21884875,Home in Tanunda · ★4.92 · 3 bedrooms · 3 beds · 2 baths,159654113,Pauline,,Tanunda,-34.51318,138.96774,Entire home/apt,283,2,193,2023-06-11,2.86,1,325,39,,Barossa Valley
22294732,Farm stay in Angaston · ★4.94 · 4 bedrooms · 4 beds · 4 baths,106868811,Jan,,Angaston,-34.51862,139.10905,Entire home/apt,490,1,71,2023-05-14,1.09,2,238,13,,Barossa Valley
22602973,Home in Angaston · ★4.61 · 3 bedrooms · 3 beds · 2 baths,121293939,Richard,,Angaston,-34.50606,139.04712,Entire home/apt,199,2,23,2023-01-06,0.47,1,362,9,,Barossa Valley
22604785,Home in Lyndoch · ★4.93 · 3 bedrooms · 4 beds · 1 bath,92198370,Heather,,Lyndoch,-34.60364,138.8866,Entire home/apt,198,2,142,2023-06-14,2.18,2,172,22,,Barossa Valley
22636387,Boutique hotel in Pewsey Vale · ★4.91 · 2 bedrooms · 2 beds · 2 baths,123514866,Peter And Marijan,,Mount Crawford,-34.68339,138.97258,Private room,450,2,34,2023-04-09,0.62,2,326,7,,Barossa Valley
22794701,Home in Williamstown · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,68592337,Deb,,Williamstown,-34.68038,138.88286,Entire home/apt,340,2,10,2022-09-04,0.16,1,210,2,,Barossa Valley
22855141,Guest suite in Stone Well · ★4.98 · 2 bedrooms · 3 beds · 1 bath,111063419,Sally,,Tanunda,-34.49146,138.95672,Entire home/apt,290,2,101,2023-06-24,1.57,1,9,38,,Barossa Valley
24813904,Bungalow in Tanunda · ★4.72 · 5 bedrooms · 10 beds · 2 baths,9380091,Kym,,Tanunda,-34.52454,138.95814,Entire home/apt,850,2,29,2023-04-25,0.48,14,283,4,,Barossa Valley
25086405,Villa in South Australia · ★4.96 · Studio · 4 baths,189642977,Tuoi,,Tanunda,-34.52412,138.95519,Entire home/apt,500,2,25,2023-04-06,0.41,1,246,9,,Barossa Valley
25916821,Cottage in Angaston  · ★4.75 · 3 bedrooms · 4 beds · 1.5 baths,129160994,Christina,,Angaston,-34.49095,139.04752,Entire home/apt,400,2,16,2022-10-02,0.28,1,294,3,,Barossa Valley
25928338,Home in Tanunda · ★4.92 · 3 bedrooms · 3 beds · 2 baths,40008394,Sarah,,Tanunda,-34.52154,138.96129,Entire home/apt,368,2,155,2023-06-05,2.56,1,316,37,,Barossa Valley
26009146,Barn in Penrice · ★4.89 · 1 bedroom · 2 beds · 1 bath,22589842,Carolyn,,Moculta,-34.4754,139.05827,Entire home/apt,161,1,250,2023-06-18,4.15,1,329,51,,Barossa Valley
26403678,Home in Tanunda · ★4.66 · 3 bedrooms · 3 beds · 2 baths,198551256,Tuoi,,Tanunda,-34.52523,138.95253,Entire home/apt,300,1,150,2023-05-29,2.48,1,279,41,,Barossa Valley
27065195,Cottage in Cromer · ★4.94 · Studio · 1 bed · 1 bath,203661825,Francis,,Mount Crawford,-34.75233,138.99175,Entire home/apt,112,1,257,2023-06-14,4.30,1,347,62,,Barossa Valley
27271141,Home in Williamstown · ★4.88 · 2 bedrooms · 2 beds · 1 bath,205436375,Erika,,Williamstown,-34.66549,138.88978,Entire home/apt,120,2,66,2023-05-07,1.13,1,102,7,,Barossa Valley
27409406,Farm stay in Williamstown · ★5.0 · 1 bed · 1 bath,206287989,Michael,,Williamstown,-34.62272,138.92041,Entire home/apt,305,2,14,2022-07-30,0.33,2,335,1,,Barossa Valley
27409837,Farm stay in Williamstown · ★5.0 · 2 bedrooms · 3 beds · 2 baths,206287989,Michael,,Williamstown,-34.6246,138.9207,Entire home/apt,325,2,19,2023-01-21,0.42,2,326,2,,Barossa Valley
27814606,Villa in Lyndoch · ★4.95 · 1 bedroom · 1 bed · 1 bath,28712482,Nelly,,Lyndoch,-34.58512,138.86381,Entire home/apt,413,2,19,2023-05-07,0.33,3,301,3,,Barossa Valley
28843427,Guest suite in Tanunda · ★4.96 · 1 bedroom · 1 bed · 1 bath,103407726,Karina,,Tanunda,-34.51418,138.95815,Entire home/apt,206,2,93,2023-06-12,2.05,1,339,13,,Barossa Valley
29170994,Guest suite in Angaston · ★4.91 · 2 bedrooms · 3 beds · 1 bath,64599221,Darren,,Angaston,-34.5072,139.0507,Entire home/apt,115,1,195,2023-06-12,3.55,1,210,35,,Barossa Valley
29192273,Home in Tanunda · ★4.85 · 3 bedrooms · 4 beds · 1 bath,69307468,Cory,,Tanunda,-34.53167,138.95362,Entire home/apt,236,2,181,2023-06-12,3.56,1,301,46,,Barossa Valley
29250289,Cottage in Angaston · ★5.0 · 2 bedrooms · 2 beds · 1 bath,86995031,Lydia,,Angaston,-34.50411,139.04513,Entire home/apt,239,1,26,2023-06-19,0.58,2,143,10,,Barossa Valley
29323401,Cottage in Tanunda · ★4.93 · 3 bedrooms · 3 beds · 2 baths,36772813,Leonie,,Tanunda,-34.51984,138.96333,Entire home/apt,500,2,103,2023-01-07,1.84,1,0,17,,Barossa Valley
29557043,Villa in Lyndoch · ★4.81 · 1 bedroom · 1 bed · 1 bath,28712482,Nelly,,Lyndoch,-34.58054,138.8629,Entire home/apt,413,2,26,2023-05-14,0.46,3,296,5,,Barossa Valley
29665883,Home in Tanunda · ★4.93 · 3 bedrooms · 3 beds · 2 baths,223133750,Jodie,,Tanunda,-34.52376,138.95994,Entire home/apt,349,2,183,2023-06-25,3.24,1,243,35,,Barossa Valley
29783445,Cottage in Angaston · ★4.77 · 2 bedrooms · 2 beds · 1 bath,26147078,Jonathan And Kate,,Angaston,-34.50044,139.04267,Entire home/apt,306,2,124,2023-05-22,2.24,6,338,34,,Barossa Valley
29975093,Cottage in Tanunda · ★4.71 · 2 bedrooms · 2 beds · 1 bath,220350000,Tanya & Mark,,Tanunda,-34.52745,138.95436,Entire home/apt,206,2,80,2023-04-28,1.46,1,233,23,,Barossa Valley
30094352,Home in Angaston · ★5.0 · 1 bedroom · 1 bed · 1 bath,225677521,Sue And Mike,,Angaston,-34.5028,139.05236,Entire home/apt,199,2,92,2022-04-25,1.68,1,0,0,,Barossa Valley
30724902,Home in Light Pass · ★4.62 · 2 bedrooms · 2 beds · 1 bath,229977210,Sibylle,,Light Pass,-34.4589,139.02772,Entire home/apt,190,1,147,2023-06-18,2.71,1,348,36,,Barossa Valley
31336642,Guest suite in Springton · ★4.97 · Studio · 2 beds · 1 bath,93219392,Evelyn,,Eden Valley,-34.68608,139.09059,Entire home/apt,185,1,37,2023-06-12,0.83,2,332,5,,Barossa Valley
31364857,Rental unit in Tanunda · ★4.86 · 1 bedroom · 1 bed · 1 bath,234888505,Murnane,,Tanunda,-34.5155,138.96574,Entire home/apt,198,2,199,2023-06-25,3.73,1,334,54,,Barossa Valley
31598469,Villa in Marananga · ★4.98 · 1 bedroom · 1 bed · 1 bath,233968367,Grant And Cathy,,Marananga,-34.48355,138.93782,Entire home/apt,595,2,41,2023-06-11,0.81,1,345,12,,Barossa Valley
31963378,Cottage in Penrice · ★4.94 · 3 bedrooms · 3 beds · 1.5 baths,239660458,Sue,,Moculta,-34.48898,139.05637,Entire home/apt,290,1,65,2023-06-02,1.23,1,162,21,,Barossa Valley
32551818,Home in Barrosa Valley · ★4.81 · 4 bedrooms · 4 beds · 2 baths,244624080,Ben,,Nuriootpa,-34.4668,138.98367,Entire home/apt,150,2,89,2023-06-17,1.77,1,118,16,,Barossa Valley
32789383,Farm stay in Springton · ★4.85 · 3 bedrooms · 3 beds · 2 baths,246654848,Graeme & Fleur,,Mount Crawford,-34.68959,139.03644,Entire home/apt,270,2,68,2023-05-07,1.41,2,342,15,,Barossa Valley
32964524,Farm stay in Springton · ★4.81 · 3 bedrooms · 3 beds · 2 baths,246654848,Graeme & Fleur,,Mount Crawford,-34.69082,139.03456,Entire home/apt,270,2,16,2023-04-09,0.49,2,342,4,,Barossa Valley
33539267,Home in Lyndoch · ★4.82 · 2 bedrooms · 2 beds · 2 baths,26147078,Jonathan And Kate,,Lyndoch,-34.59999,138.88481,Entire home/apt,335,2,185,2023-06-19,3.63,6,309,41,,Barossa Valley
33718568,Bed and breakfast in Rosedale · 1 bedroom · 1 bed · 1 bath,84633251,Henri,,Sandy Creek,-34.58139,138.83322,Private room,286,1,0,,,2,350,0,,Barossa Valley
33885699,Rental unit in Tanunda · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,85556067,Tracy,,Tanunda,-34.52698,138.95846,Entire home/apt,362,2,246,2023-06-04,4.86,1,299,56,,Barossa Valley
33968239,Home in Greenock · ★5.0 · 3 bedrooms · 3 beds · 2 baths,255507745,Janine,,Marananga,-34.4586,138.93494,Entire home/apt,435,2,21,2023-06-12,0.49,2,242,11,,Barossa Valley
34661591,Guesthouse in Light Pass · ★5.0 · 1 bedroom · 1 bed · 1 bath,261496601,Josie & Andrew,,Light Pass,-34.47415,139.03569,Entire home/apt,251,2,85,2023-06-03,1.71,1,46,11,,Barossa Valley
34732524,Home in Angaston · ★4.92 · 3 bedrooms · 3 beds · 1 bath,86995031,Lydia,,Angaston,-34.50356,139.04651,Entire home/apt,202,2,49,2023-04-22,0.99,2,318,20,,Barossa Valley
34756758,Cottage in Tanunda · ★4.96 · 2 bedrooms · 2 beds · 1.5 baths,262121622,Jerry,,Tanunda,-34.5264,138.95356,Entire home/apt,300,2,26,2023-02-11,0.65,1,246,8,,Barossa Valley
34914043,Villa in Angaston · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,106868811,Jan,,Angaston,-34.50834,139.10375,Entire home/apt,890,1,17,2022-11-19,0.35,2,184,2,,Barossa Valley
35021213,Cottage in Barossa Valley · ★4.99 · 1 bedroom · 1 bed · 1 bath,263832331,Sarah,,Light Pass,-34.47443,139.03687,Entire home/apt,550,2,100,2023-06-18,2.04,1,346,33,,Barossa Valley
35356801,Home in Williamstown · ★4.97 · 3 bedrooms · 4 beds · 1.5 baths,265939095,Dianne,,Williamstown,-34.67211,138.89063,Entire home/apt,280,2,34,2023-05-29,0.70,1,316,8,,Barossa Valley
35617858,Home in Angaston · ★4.83 · 5 bedrooms · 5 beds · 3 baths,257562725,Jasmine,,Angaston,-34.50322,139.04232,Entire home/apt,843,1,42,2023-04-16,0.92,4,319,9,,Barossa Valley
35660705,Farm stay in Barossa Valley · ★4.91 · 2 bedrooms · 2 beds · 1 bath,85597526,Tracy,,Mount Crawford,-34.77143,138.97557,Entire home/apt,180,1,434,2023-06-26,8.87,2,274,97,,Barossa Valley
36184899,Cottage in Lyndoch · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,192564481,Brooke & Peter,,Lyndoch,-34.60311,138.87968,Entire home/apt,245,2,245,2022-11-02,6.08,1,0,34,,Barossa Valley
36464062,Cottage in Krondorf · ★5.0 · 2 bedrooms · 2 beds · 1 bath,274161665,Virginia And Charlie,,Bethany,-34.55865,138.96647,Entire home/apt,795,2,4,2023-05-20,0.37,1,350,4,,Barossa Valley
36498929,Home in Tanunda · ★4.83 · 2 bedrooms · 3 beds · 1 bath,49747343,Maz,,Tanunda,-34.52264,138.96292,Entire home/apt,169,1,385,2023-06-24,8.27,1,281,98,,Barossa Valley
36774681,Cottage in Tanunda · ★4.96 · 2 bedrooms · 2 beds · 1 bath,276432130,Scott,,Tanunda,-34.52644,138.95074,Entire home/apt,500,2,241,2023-06-23,5.34,1,184,72,,Barossa Valley
37021014,Bungalow in Tanunda · ★4.92 · 3 bedrooms · 3 beds · 1.5 baths,99672311,Tracy,,Tanunda,-34.52722,138.95516,Entire home/apt,300,2,76,2023-06-24,1.72,1,249,25,,Barossa Valley
