id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,Location
7121519,Home in Mount Martha · ★4.91 · 4 bedrooms · 6 beds · 2.5 baths,23665449,Jenine,,Mount Martha,-38.26835,145.02011,Entire home/apt,950,2,81,2023-04-10,0.87,2,323,5,,Mornington Peninsula
7232482,Home in Portsea · ★4.93 · 3 bedrooms · 4 beds · 2 baths,37867705,Louise,,Point Nepean,-38.32992,144.72253,Entire home/apt,450,1,146,2022-04-03,1.52,1,0,0,,Mornington Peninsula
7254845,Home in Blairgowrie · ★4.85 · 4 bedrooms · 5 beds · 2 baths,37984936,Andrew,,Point Nepean,-38.35812,144.75869,Entire home/apt,220,1,331,2023-05-27,3.44,1,247,50,,Mornington Peninsula
7268886,Home in Safety Beach · ★4.54 · 3 bedrooms · 7 beds · 2 baths,27385741,Mornington Peninsula Seastays,,Dromana,-38.32281,144.98837,Entire home/apt,319,2,37,2022-09-24,0.41,14,360,1,,Mornington Peninsula
7388875,Home in Rye · ★4.89 · 4 bedrooms · 7 beds · 2 baths,38709623,The Guesthouse Rye,,Point Nepean,-38.37437,144.8178,Entire home/apt,357,2,63,2023-04-17,0.71,1,306,14,,Mornington Peninsula
7424924,Home in Mount Martha · ★4.48 · 5 bedrooms · 8 beds · 3 baths,18788776,Zelman,,Mount Martha,-38.27245,145.00279,Entire home/apt,533,1,64,2023-03-27,0.68,1,338,6,,Mornington Peninsula
7447844,Home in McCrae · ★4.76 · 3 bedrooms · 6 beds · 2 baths,29352332,Andrew,,Rosebud - McCrae,-38.35006,144.92787,Entire home/apt,210,1,145,2023-04-23,1.53,1,181,18,,Mornington Peninsula
7502498,Rental unit in Sorrento · ★4.64 · 2 bedrooms · 3 beds · 1 bath,9562689,Verve,,Point Nepean,-38.33822,144.74156,Entire home/apt,356,2,14,2022-12-02,0.19,52,330,2,,Mornington Peninsula
7517441,Rental unit in Merricks North · ★4.67 · 2 bedrooms · 2 beds · 2 baths,39388180,Raelene,,Flinders,-38.35342,145.07954,Entire home/apt,207,2,40,2022-11-08,0.44,2,314,4,,Mornington Peninsula
7519055,Rental unit in Sorrento · ★4.83 · 2 bedrooms · 4 beds · 2 baths,9562689,Verve,,Point Nepean,-38.33819,144.74135,Entire home/apt,379,2,6,2023-04-15,0.34,52,346,3,,Mornington Peninsula
7531010,Home in Portsea · ★4.67 · 3 bedrooms · 7 beds · 2 baths,39464364,Rebecca,,Point Nepean,-38.33045,144.71622,Entire home/apt,750,2,6,2017-08-13,0.07,1,358,0,,Mornington Peninsula
7563245,Home in Flinders · 5 bedrooms · 7 beds · 3 baths,16876366,Andrew,,Flinders,-38.46878,144.97111,Entire home/apt,1835,7,1,2016-05-02,0.01,102,348,0,,Mornington Peninsula
7564819,Rental unit in Merricks North · ★4.64 · 2 bedrooms · 4 beds · 1 bath,39388180,Raelene,,Flinders,-38.35305,145.07985,Entire home/apt,207,2,78,2023-02-09,0.87,2,316,4,,Mornington Peninsula
7602414,Home in Rye · ★4.86 · 4 bedrooms · 5 beds · 2.5 baths,14567184,Tamara,,Point Nepean,-38.38208,144.83035,Entire home/apt,238,2,72,2023-04-26,0.81,4,342,23,,Mornington Peninsula
7621908,Cottage in Red Hill South · ★4.94 · 1 bedroom · 1 bed · 1 bath,23953800,Sally,,Flinders,-38.39014,145.01964,Entire home/apt,320,2,173,2023-06-04,1.87,1,223,22,,Mornington Peninsula
7638237,Rental unit in Sorrento · ★4.86 · 3 bedrooms · 4 beds · 2 baths,9562689,Verve,,Point Nepean,-38.33833,144.74182,Entire home/apt,564,2,7,2021-01-20,0.08,52,324,0,,Mornington Peninsula
